TRANSACTION_ID,ITEM_ID,CONTRACT_ID,SALE_REGISTRATION_DATE,ITEM,LOCALITY,NEIGHBORHOOD,SUBCATEGORY,MERCHANT_NAME,BRANCH_MERCHANT,SELLER_NAME,CANAL_CONSOLIDADO,LINEA_NEGOCIO,NUMBER_OF_INSTALLMENTS,TOTAL_VALUE,CURRENT_STATUS
TRX-996205,ITM-142215,CTR-94353,2025-04-16T20:19:43.000Z,MUEBLES HOGAR,Municipio_47,Barrio_10,ESTRATO 6,Aliado_6,Sucursal_472,Vendedor_206,Puntos Fijos Mpios,Educacion,39,3148.8,ENTREGADO
TRX-933738,ITM-661472,CTR-25478,2025-04-16T20:16:49.000Z,COMPUTADOR - CON IVA,Municipio_10,Barrio_180,ESTRATO 6,Aliado_84,Sucursal_265,Vendedor_84,Grandes Superficies,Hogar,61,2251.3,ENTREGADO
TRX-490606,ITM-122118,CTR-29352,2025-04-16T20:10:03.000Z,DECORACION DE HOGAR,Municipio_10,Barrio_81,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,30,1080.4,ENTREGADO
TRX-490606,ITM-749462,CTR-29352,2025-04-16T20:10:03.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_81,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,30,211.2,ENTREGADO
TRX-490606,ITM-981037,CTR-29352,2025-04-16T20:10:03.000Z,HERRAMIENTAS,Municipio_10,Barrio_81,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,30,604.8,ENTREGADO
TRX-870050,ITM-865573,CTR-51036,2025-04-16T20:08:51.000Z,TELEVISOR C1,Municipio_10,Barrio_246,ESTRATO 5,Aliado_64,Sucursal_310,Vendedor_115,Fdv Externa,Hogar,24,3000.2,ENTREGADO
TRX-972266,ITM-634962,CTR-49587,2025-04-16T20:07:40.000Z,AIRE ACONDICIONADO,Municipio_10,Barrio_102,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Educacion,15,225.4,REGISTRADO
TRX-546210,ITM-559076,CTR-39620,2025-04-16T20:04:22.000Z,TELEVISOR,Municipio_10,Barrio_212,ESTRATO 5,Aliado_84,Sucursal_185,Vendedor_84,Grandes Superficies,Hogar,14,1560.5,ENTREGADO
TRX-339897,ITM-240983,CTR-25720,2025-04-16T19:50:21.000Z,MATERIALES VARIOS,Municipio_10,Barrio_147,ESTRATO 5,Aliado_197,Sucursal_164,Vendedor_197,Puntos Fijos Cali,Materiales de Construccion,63,1429.5,ENTREGADO
TRX-954480,ITM-778034,CTR-63906,2025-04-16T19:44:26.000Z,CELULAR,Municipio_10,Barrio_323,ESTRATO 2,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,18,2393.9,ENTREGADO
TRX-558993,ITM-661472,CTR-83682,2025-04-16T19:40:03.000Z,COMPUTADOR - CON IVA,Municipio_10,Barrio_298,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,18,2231.1,ENTREGADO
TRX-558993,ITM-439887,CTR-83682,2025-04-16T19:40:03.000Z,ACCESORIOS DE COMPUTADOR,Municipio_10,Barrio_298,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,18,343.9,ENTREGADO
TRX-647624,ITM-722638,CTR-10603,2025-04-16T19:39:28.000Z,CODIGO GENERICO - CELULARES,Municipio_43,Barrio_70,ESTRATO 1,Aliado_84,Sucursal_303,Vendedor_125,Fdv Externa,Hogar,38,5816.7,ENTREGADO
TRX-299062,ITM-402860,CTR-53089,2025-04-16T19:38:42.000Z,MOTOS,Municipio_19,Barrio_272,ESTRATO 5,Aliado_35,Sucursal_382,Vendedor_235,Puntos Fijos Mpios,Movilidad,62,9107.2,REGISTRADO
TRX-402939,ITM-677167,CTR-29162,2025-04-16T19:38:41.000Z,ENSERES MENORES,Municipio_43,Barrio_70,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_125,Fdv Externa,Hogar,9,152.3,ENTREGADO
TRX-285851,ITM-965078,CTR-56254,2025-04-16T19:38:41.000Z,LINEA BLANCA,Municipio_47,Barrio_470,ESTRATO 5,Aliado_53,Sucursal_231,Vendedor_53,Fdv Externa,Hogar,27,1464.1,ANULADO
TRX-956976,ITM-402860,CTR-59501,2025-04-16T19:37:34.000Z,MOTOS,Municipio_10,Barrio_55,ESTRATO 5,Aliado_58,Sucursal_492,Vendedor_115,Puntos Fijos Cali,Movilidad,23,9128.5,REGISTRADO
TRX-955133,ITM-778034,CTR-61399,2025-04-16T19:36:33.000Z,CELULAR,Municipio_15,Barrio_12,ESTRATO 5,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,31,4701.4,ENTREGADO
TRX-955133,ITM-778034,CTR-61399,2025-04-16T19:36:33.000Z,CELULAR,Municipio_15,Barrio_12,ESTRATO 5,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,31,557.4,ENTREGADO
TRX-955133,ITM-661472,CTR-61399,2025-04-16T19:36:33.000Z,COMPUTADOR - CON IVA,Municipio_15,Barrio_12,ESTRATO 5,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,31,1817.0,ENTREGADO
TRX-632927,ITM-716756,CTR-83403,2025-04-16T19:30:38.000Z,CERAMICA PISOS Y PAREDES,Municipio_10,Barrio_187,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,13,1371.5,ENTREGADO
TRX-389770,ITM-344579,CTR-88403,2025-04-16T19:30:35.000Z,CODIGO GENERICO - LAVADORA,Municipio_10,Barrio_499,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_115,Fdv Externa,Viajes y Experiencia,20,2363.4,ENTREGADO
TRX-606532,ITM-865573,CTR-62239,2025-04-16T19:30:09.000Z,TELEVISOR C1,Municipio_22,Barrio_217,ESTRATO 5,Aliado_64,Sucursal_310,Vendedor_125,Fdv Externa,Hogar,27,2691.7,ENTREGADO
TRX-570603,ITM-749462,CTR-75748,2025-04-16T19:28:12.000Z,OTROS ENSERES MENORES,Municipio_15,Barrio_496,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_84,Grandes Superficies,Hogar,13,398.4,ENTREGADO
TRX-657196,ITM-661472,CTR-98810,2025-04-16T19:23:12.000Z,COMPUTADOR - CON IVA,Municipio_11,Barrio_192,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Fdv Externa,Viajes y Experiencia,24,4278.9,ENTREGADO
TRX-686948,ITM-140008,CTR-58620,2025-04-16T19:22:50.000Z,MATRICULAS MOTOS,Municipio_10,Barrio_464,ESTRATO 4,Aliado_124,Sucursal_387,Vendedor_224,Puntos Fijos Cali,Movilidad,51,9177.3,ENTREGADO
TRX-418961,ITM-891322,CTR-97943,2025-04-16T19:22:02.000Z,MUEBLES MODULARES,Municipio_11,Barrio_7,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,37,237.5,ENTREGADO
TRX-103117,ITM-240983,CTR-52818,2025-04-16T19:18:50.000Z,MATERIALES VARIOS,Municipio_10,Barrio_72,ESTRATO 5,Aliado_167,Sucursal_106,Vendedor_167,Puntos Fijos Cali,Materiales de Construccion,62,3870.1,ENTREGADO
TRX-279040,ITM-291706,CTR-50957,2025-04-16T19:14:14.000Z,CURSO DE CONDUCCION,Municipio_9,Barrio_218,ESTRATO 5,Aliado_69,Sucursal_371,Vendedor_269,Puntos Fijos Mpios,Educacion,15,475.2,ENTREGADO
TRX-693498,ITM-402860,CTR-58470,2025-04-16T19:10:53.000Z,MOTOS,Municipio_10,Barrio_366,ESTRATO 5,Aliado_84,Sucursal_287,Vendedor_84,Puntos Fijos Cali,Movilidad,50,7974.2,ENTREGADO
TRX-689723,ITM-581788,CTR-93552,2025-04-16T19:08:01.000Z,CARROS,Municipio_10,Barrio_187,ESTRATO 6,Aliado_177,Sucursal_221,Vendedor_277,Puntos Fijos Cali,Viajes y Experiencia,13,1167.1,ENTREGADO
TRX-864952,ITM-559076,CTR-90118,2025-04-16T19:02:38.000Z,TELEVISOR,Municipio_20,Barrio_47,ESTRATO 6,Aliado_84,Sucursal_458,Vendedor_84,Grandes Superficies,Hogar,14,855.0,ENTREGADO
TRX-138095,ITM-159004,CTR-97104,2025-04-16T19:02:25.000Z,CODIGO GENERICO - TELEVISOR,Municipio_13,Barrio_284,ESTRATO 5,Aliado_84,Sucursal_303,Vendedor_125,Fdv Externa,Hogar,21,1197.1,ENTREGADO
TRX-233989,ITM-240983,CTR-61043,2025-04-16T19:00:17.000Z,MATERIALES VARIOS,Municipio_11,Barrio_8,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Educacion,23,1960.7,ENTREGADO
TRX-252682,ITM-989784,CTR-89072,2025-04-16T19:00:02.000Z,NEVERA,Municipio_20,Barrio_13,ESTRATO 5,Aliado_23,Sucursal_310,Vendedor_123,Grandes Superficies,Hogar,8,2509.0,ANULADO
TRX-275171,ITM-836039,CTR-97724,2025-04-16T18:58:41.000Z,EQUIPOS DE AUDIO,Municipio_10,Barrio_445,ESTRATO 4,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Educacion,38,85.6,ENTREGADO
TRX-275171,ITM-559076,CTR-97724,2025-04-16T18:58:41.000Z,TELEVISOR,Municipio_10,Barrio_445,ESTRATO 4,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Educacion,38,2340.8,ENTREGADO
TRX-575790,ITM-462177,CTR-33804,2025-04-16T18:55:39.000Z,MUEBLES,Municipio_4,Barrio_102,ESTRATO 5,Aliado_115,Sucursal_15,Vendedor_15,Puntos Fijos Mpios,Hogar,14,1491.5,ENTREGADO
TRX-507447,ITM-151788,CTR-96917,2025-04-16T18:55:03.000Z,PINTURAS,Municipio_10,Barrio_154,ESTRATO 4,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,8,650.6,ENTREGADO
TRX-137873,ITM-989784,CTR-14428,2025-04-16T18:52:23.000Z,NEVERA,Municipio_10,Barrio_178,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Educacion,27,2187.6,ENTREGADO
TRX-137873,ITM-749462,CTR-14428,2025-04-16T18:52:23.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_178,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Educacion,27,288.3,ENTREGADO
TRX-921271,ITM-312442,CTR-50249,2025-04-16T18:51:44.000Z,CEMENTO,Municipio_15,Barrio_12,ESTRATO 6,Aliado_143,Sucursal_99,Vendedor_243,Fdv Externa,Educacion,15,1010.6,ENTREGADO
TRX-747828,ITM-402860,CTR-67242,2025-04-16T18:49:07.000Z,MOTOS,Municipio_9,Barrio_23,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Movilidad,37,4225.0,ENTREGADO
TRX-195603,ITM-240983,CTR-77935,2025-04-16T18:44:55.000Z,MATERIALES VARIOS,Municipio_10,Barrio_186,ESTRATO 5,Aliado_129,Sucursal_129,Vendedor_129,Puntos Fijos Cali,Educacion,39,2266.9,ENTREGADO
TRX-195603,ITM-484093,CTR-77935,2025-04-16T18:44:55.000Z,CEMENTOS,Municipio_10,Barrio_186,ESTRATO 5,Aliado_129,Sucursal_129,Vendedor_129,Puntos Fijos Cali,Educacion,39,997.2,ENTREGADO
TRX-274374,ITM-559076,CTR-15911,2025-04-16T18:43:40.000Z,TELEVISOR,Municipio_20,Barrio_459,ESTRATO 5,Aliado_84,Sucursal_458,Vendedor_84,Grandes Superficies,Hogar,26,1624.4,ANULADO
TRX-274374,ITM-836039,CTR-15911,2025-04-16T18:43:40.000Z,EQUIPOS DE AUDIO,Municipio_20,Barrio_459,ESTRATO 5,Aliado_84,Sucursal_458,Vendedor_84,Grandes Superficies,Hogar,26,683.9,ANULADO
TRX-229352,ITM-634962,CTR-22101,2025-04-16T18:41:43.000Z,AIRE ACONDICIONADO,Municipio_42,Barrio_42,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,25,105.0,ENTREGADO
TRX-229352,ITM-778034,CTR-22101,2025-04-16T18:41:43.000Z,CELULAR,Municipio_42,Barrio_42,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,25,1827.3,ENTREGADO
TRX-737199,ITM-743244,CTR-33497,2025-04-16T18:33:48.000Z,REVISION TECNICO MECANICA,Municipio_12,Barrio_213,ESTRATO 4,Aliado_77,Sucursal_102,Vendedor_177,Puntos Fijos Mpios,Movilidad,9,299.4,ENTREGADO
TRX-757185,ITM-846181,CTR-39655,2025-04-16T18:31:32.000Z,TELEFONO CELULAR,Municipio_10,Barrio_232,ESTRATO 4,Aliado_53,Sucursal_205,Vendedor_53,Puntos Fijos Cali,Educacion,13,1063.7,ENTREGADO
TRX-724148,ITM-118549,CTR-90001,2025-04-16T18:29:11.000Z,LAVADORA,Municipio_10,Barrio_154,ESTRATO 5,Aliado_84,Sucursal_185,Vendedor_84,Grandes Superficies,Hogar,13,1565.8,ENTREGADO
TRX-128651,ITM-291706,CTR-11481,2025-04-16T18:24:55.000Z,CURSO DE CONDUCCION,Municipio_30,Barrio_286,ESTRATO 5,Aliado_104,Sucursal_387,Vendedor_4,Puntos Fijos Mpios,Educacion,27,2178.0,ENTREGADO
TRX-549791,ITM-989784,CTR-31886,2025-04-16T18:22:54.000Z,NEVERA,Municipio_10,Barrio_14,ESTRATO 4,Aliado_57,Sucursal_18,Vendedor_157,Fdv Externa,Hogar,27,3438.7,ENTREGADO
TRX-428587,ITM-240983,CTR-58259,2025-04-16T18:22:49.000Z,MATERIALES VARIOS,Municipio_50,Barrio_216,ESTRATO 5,Aliado_37,Sucursal_269,Vendedor_37,Puntos Fijos Mpios,Materiales de Construccion,19,4742.9,ENTREGADO
TRX-233557,ITM-778034,CTR-66677,2025-04-16T18:22:40.000Z,CELULAR,Municipio_10,Barrio_72,ESTRATO 5,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,18,1724.0,ENTREGADO
TRX-867396,ITM-863028,CTR-24743,2025-04-16T18:15:55.000Z,COMPUTADOR CON IVA,Municipio_10,Barrio_268,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Fdv Externa,Viajes y Experiencia,5,3012.8,ENTREGADO
TRX-772815,ITM-558435,CTR-90724,2025-04-16T18:10:51.000Z,ETERNIT,Municipio_10,Barrio_187,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,59,1914.8,ENTREGADO
TRX-772815,ITM-534128,CTR-90724,2025-04-16T18:10:51.000Z,PVC,Municipio_10,Barrio_187,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,59,266.6,ENTREGADO
TRX-772815,ITM-749462,CTR-90724,2025-04-16T18:10:51.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_187,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,59,399.7,ENTREGADO
TRX-772815,ITM-240983,CTR-90724,2025-04-16T18:10:51.000Z,MATERIALES VARIOS,Municipio_10,Barrio_187,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,59,504.6,ENTREGADO
TRX-732363,ITM-749462,CTR-83799,2025-04-16T18:04:42.000Z,OTROS ENSERES MENORES,Municipio_9,Barrio_420,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,26,893.6,ENTREGADO
TRX-732363,ITM-778034,CTR-83799,2025-04-16T18:04:42.000Z,CELULAR,Municipio_9,Barrio_420,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Hogar,26,2415.8,ENTREGADO
TRX-935558,ITM-402860,CTR-12377,2025-04-16T17:59:11.000Z,MOTOS,Municipio_50,Barrio_290,ESTRATO 4,Aliado_37,Sucursal_200,Vendedor_37,Puntos Fijos Mpios,Movilidad,60,4836.4,REGISTRADO
TRX-288107,ITM-749462,CTR-75030,2025-04-16T17:56:22.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_7,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,11,222.5,ENTREGADO
TRX-288107,ITM-989784,CTR-75030,2025-04-16T17:56:22.000Z,NEVERA,Municipio_10,Barrio_7,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,11,4706.3,ENTREGADO
TRX-288107,ITM-545750,CTR-75030,2025-04-16T17:56:22.000Z,REPUESTOS Y ACCESORIOS,Municipio_10,Barrio_7,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,11,262.7,ENTREGADO
TRX-953300,ITM-749462,CTR-11069,2025-04-16T17:55:22.000Z,OTROS ENSERES MENORES,Municipio_9,Barrio_420,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Educacion,24,473.1,ENTREGADO
TRX-953300,ITM-312442,CTR-11069,2025-04-16T17:55:22.000Z,CEMENTO,Municipio_9,Barrio_420,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Educacion,24,279.0,ENTREGADO
TRX-953300,ITM-431229,CTR-11069,2025-04-16T17:55:22.000Z,HIERRO,Municipio_9,Barrio_420,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Educacion,24,760.5,ENTREGADO
TRX-953300,ITM-448099,CTR-11069,2025-04-16T17:55:22.000Z,LADRILLOS,Municipio_9,Barrio_420,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Educacion,24,450.0,ENTREGADO
TRX-676048,ITM-402860,CTR-98164,2025-04-16T17:51:38.000Z,MOTOS,Municipio_10,Barrio_147,ESTRATO 4,Aliado_55,Sucursal_56,Vendedor_255,Puntos Fijos Cali,Movilidad,9,3872.0,ENTREGADO
TRX-933138,ITM-431229,CTR-24162,2025-04-16T17:51:35.000Z,HIERRO,Municipio_10,Barrio_212,ESTRATO 5,Aliado_115,Sucursal_447,Vendedor_115,Puntos Fijos Cali,Educacion,62,1765.9,ENTREGADO
TRX-933138,ITM-240983,CTR-24162,2025-04-16T17:51:35.000Z,MATERIALES VARIOS,Municipio_10,Barrio_212,ESTRATO 5,Aliado_115,Sucursal_447,Vendedor_115,Puntos Fijos Cali,Educacion,62,1618.7,ENTREGADO
TRX-567583,ITM-989784,CTR-81430,2025-04-16T17:41:28.000Z,NEVERA,Municipio_25,Barrio_248,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Educacion,26,4356.9,ENTREGADO
TRX-567583,ITM-903061,CTR-81430,2025-04-16T17:41:28.000Z,GARANTIA NEVERA,Municipio_25,Barrio_248,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,Grandes Superficies,Educacion,26,315.4,ENTREGADO
TRX-939324,ITM-462177,CTR-25460,2025-04-16T17:40:37.000Z,MUEBLES,Municipio_20,Barrio_168,ESTRATO 6,Aliado_12,Sucursal_407,Vendedor_112,Puntos Fijos Mpios,Hogar,13,1686.7,ENTREGADO
TRX-392282,ITM-778034,CTR-55594,2025-04-16T17:39:59.000Z,CELULAR,Municipio_10,Barrio_212,ESTRATO 5,Aliado_84,Sucursal_301,Vendedor_84,Grandes Superficies,Hogar,14,1221.9,ENTREGADO
TRX-707112,ITM-646277,CTR-78839,2025-04-16T17:38:14.000Z,GRIFERIA,Municipio_11,Barrio_353,ESTRATO 5,Aliado_67,Sucursal_310,Vendedor_167,Grandes Superficies,Materiales de Construccion,9,828.1,ENTREGADO
TRX-237844,ITM-989784,CTR-15550,2025-04-16T17:35:57.000Z,NEVERA,Municipio_10,Barrio_222,ESTRATO 6,Aliado_84,Sucursal_301,Vendedor_84,Fdv Externa,Viajes y Experiencia,14,1831.1,REGISTRADO
TRX-634068,ITM-702062,CTR-38067,2025-04-16T17:35:18.000Z,EDUCACION PARA EL TRABAJO,Municipio_10,Barrio_240,ESTRATO 5,Aliado_60,Sucursal_260,Vendedor_60,Puntos Fijos Cali,Educacion,12,1043.5,ENTREGADO
TRX-422872,ITM-118549,CTR-34231,2025-04-16T17:33:33.000Z,LAVADORA,Municipio_10,Barrio_211,ESTRATO 4,Aliado_53,Sucursal_463,Vendedor_53,Fdv Externa,Hogar,14,2148.1,ENTREGADO
TRX-435576,ITM-240983,CTR-89650,2025-04-16T17:32:59.000Z,MATERIALES VARIOS,Municipio_10,Barrio_277,ESTRATO 4,Aliado_167,Sucursal_106,Vendedor_167,Puntos Fijos Cali,Materiales de Construccion,27,7814.4,REGISTRADO
TRX-961212,ITM-896818,CTR-69810,2025-04-16T17:32:39.000Z,TELEFONOS CELULARES,Municipio_50,Barrio_283,ESTRATO 4,Aliado_31,Sucursal_331,Vendedor_31,Puntos Fijos Mpios,Viajes y Experiencia,11,3946.8,ENTREGADO
TRX-948966,ITM-240983,CTR-86372,2025-04-16T17:30:33.000Z,MATERIALES VARIOS,Municipio_30,Barrio_104,ESTRATO 5,Aliado_124,Sucursal_333,Vendedor_24,Puntos Fijos Mpios,Educacion,10,826.7,ENTREGADO
TRX-245976,ITM-402860,CTR-39092,2025-04-16T17:29:13.000Z,MOTOS,Municipio_30,Barrio_49,ESTRATO 4,Aliado_58,Sucursal_146,Vendedor_258,Puntos Fijos Mpios,Viajes y Experiencia,36,9849.7,ENTREGADO
TRX-707929,ITM-218648,CTR-79189,2025-04-16T17:28:54.000Z,LLANTAS,Municipio_10,Barrio_22,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Fdv Externa,Movilidad,12,1047.7,ENTREGADO
TRX-815748,ITM-151788,CTR-70572,2025-04-16T17:21:34.000Z,PINTURAS,Municipio_10,Barrio_272,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,19,380.0,REGISTRADO
TRX-815748,ITM-240983,CTR-70572,2025-04-16T17:21:34.000Z,MATERIALES VARIOS,Municipio_10,Barrio_272,ESTRATO 6,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Materiales de Construccion,19,174.8,REGISTRADO
TRX-256781,ITM-559076,CTR-15911,2025-04-16T17:16:19.000Z,TELEVISOR,Municipio_20,Barrio_459,ESTRATO 5,Aliado_84,Sucursal_458,Vendedor_84,Grandes Superficies,Hogar,24,1709.9,ENTREGADO
TRX-256781,ITM-836039,CTR-15911,2025-04-16T17:16:19.000Z,EQUIPOS DE AUDIO,Municipio_20,Barrio_459,ESTRATO 5,Aliado_84,Sucursal_458,Vendedor_84,Grandes Superficies,Hogar,24,719.9,ENTREGADO
TRX-407985,ITM-989784,CTR-76065,2025-04-16T17:10:33.000Z,NEVERA,Municipio_10,Barrio_400,ESTRATO 5,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,3,4274.4,ENTREGADO
TRX-488468,ITM-970278,CTR-25478,2025-04-16T17:07:39.000Z,CENTRO DE EXPERIENCIA,Municipio_10,Barrio_180,ESTRATO 6,Aliado_115,Sucursal_27,Vendedor_115,Centro de Experiencia,Viajes y Experiencia,35,1100.9,ENTREGADO
TRX-949089,ITM-559076,CTR-38849,2025-04-16T17:05:51.000Z,TELEVISOR,Municipio_30,Barrio_150,ESTRATO 5,Aliado_65,Sucursal_310,Vendedor_208,Fdv Externa,Hogar,37,1408.4,REGISTRADO
TRX-353683,ITM-749462,CTR-84559,2025-04-16T17:05:43.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_388,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Educacion,23,1044.6,ENTREGADO
TRX-333774,ITM-142215,CTR-44472,2025-04-16T17:00:38.000Z,MUEBLES HOGAR,Municipio_10,Barrio_464,ESTRATO 4,Aliado_6,Sucursal_400,Vendedor_206,Puntos Fijos Cali,Hogar,8,727.2,REGISTRADO
TRX-530311,ITM-778034,CTR-26108,2025-04-16T17:00:12.000Z,CELULAR,Municipio_11,Barrio_8,ESTRATO 5,Aliado_152,Sucursal_310,Vendedor_152,grandes superficies,Hogar,25,2486.2,ENTREGADO
TRX-886231,ITM-989784,CTR-18959,2025-04-16T17:00:00.000Z,NEVERA,Municipio_10,Barrio_382,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,4,1788.4,ENTREGADO
TRX-886231,ITM-716706,CTR-18959,2025-04-16T17:00:00.000Z,IMPRESORA,Municipio_10,Barrio_382,ESTRATO 4,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,4,537.4,ENTREGADO
TRX-381384,ITM-749462,CTR-94764,2025-04-16T16:54:38.000Z,OTROS ENSERES MENORES,Municipio_10,Barrio_122,ESTRATO 6,Aliado_84,Sucursal_374,Vendedor_84,Grandes Superficies,Hogar,6,559.8,ENTREGADO
TRX-540110,ITM-846181,CTR-30620,2025-04-16T16:53:13.000Z,TELEFONO CELULAR,Municipio_10,Barrio_346,ESTRATO 5,Aliado_57,Sucursal_459,Vendedor_157,Fdv Externa,Hogar,8,741.3,ENTREGADO
TRX-611666,ITM-159139,CTR-57254,2025-04-16T16:52:03.000Z,SOAT,Municipio_10,Barrio_382,ESTRATO 4,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Cali,Movilidad,12,1320.0,ENTREGADO
TRX-455148,ITM-118549,CTR-66543,2025-04-16T16:49:09.000Z,LAVADORA,Municipio_10,Barrio_22,ESTRATO 6,Aliado_53,Sucursal_165,Vendedor_208,FDV Externa,Hogar,36,3237.5,ENTREGADO
TRX-363215,ITM-218648,CTR-53745,2025-04-16T16:48:43.000Z,LLANTAS,Municipio_11,Barrio_192,ESTRATO 1,Aliado_67,Sucursal_310,Vendedor_167,Fdv Externa,Viajes y Experiencia,24,1187.6,ENTREGADO
TRX-193031,ITM-240983,CTR-46912,2025-04-16T16:41:17.000Z,MATERIALES VARIOS,Municipio_10,Barrio_17,ESTRATO 6,Aliado_129,Sucursal_129,Vendedor_129,Puntos Fijos Cali,Materiales de Construccion,60,182.3,ENTREGADO
TRX-960102,ITM-786407,CTR-60567,2025-04-16T16:38:06.000Z,LAVADORA C2,Municipio_11,Barrio_138,ESTRATO 5,Aliado_104,Sucursal_253,Vendedor_208,Puntos Fijos Cali,Educacion,19,1407.0,ENTREGADO
TRX-960102,ITM-462446,CTR-60567,2025-04-16T16:38:06.000Z,NEVERAS C3,Municipio_11,Barrio_138,ESTRATO 5,Aliado_104,Sucursal_253,Vendedor_208,Puntos Fijos Cali,Educacion,19,1587.9,ENTREGADO
TRX-971703,ITM-159139,CTR-29287,2025-04-16T16:36:29.000Z,SOAT,Municipio_9,Barrio_240,ESTRATO 5,Aliado_32,Sucursal_351,Vendedor_32,Puntos Fijos Mpios,Movilidad,8,775.2,ANULADO
TRX-265045,ITM-554263,CTR-84124,2025-04-16T16:36:26.000Z,IVA FIANZA,Municipio_10,Barrio_214,ESTRATO 6,Aliado_62,Sucursal_307,Vendedor_208,Fdv Externa,Hogar,61,13.9,ENTREGADO
TRX-265045,ITM-634710,CTR-84124,2025-04-16T16:36:26.000Z,AIRES ACONDICIONADOS C2,Municipio_10,Barrio_214,ESTRATO 6,Aliado_104,Sucursal_253,Vendedor_208,Fdv Externa,Hogar,61,1596.6,ENTREGADO
